#	 ( oona dog )	 ( ( marcel ( or mouse ) ) dog )	#
#	 ( ( mouse ( or marcel ) ) pony )	 ( ollie pony )	#
|	 ( ( pumpkin ( or millie ) ) kitten )	 ( millie spotted )	>
<	 ( millie pet )	 ( ( ( millie ( or millie ) ) ( or mertz ) ) pet )	<
<	 ( ( oona ( and mouse ) ) striped )	 ( oona striped )	<
|	 ( mouse kitten )	 ( ( marcel ( and mouse ) ) dog )	>
|	 ( ( pumpkin ( or millie ) ) puppy )	 ( pumpkin pony )	>
|	 ( mertz spotted )	 ( ( mertz ( and oona ) ) striped )	>
#	 ( abby spotted )	 ( ( mertz ( or pumpkin ) ) spotted )	#
>	 ( ( ( millie ( or marcel ) ) ( or oona ) ) cat )	 ( oona cat )	>
|	 ( ( marcel ( or millie ) ) cat )	 ( millie puppy )	>
#	 ( ( marcel ( or marcel ) ) puppy )	 ( marcel pet )	=
|	 ( ( oona ( or ( marcel ( or marcel ) ) ) ) dog )	 ( oona pony )	>
